#NpcThinkParam=NPC_THINK_PARAM_ST
ID,Name,logicId - logicId - s32,battleGoalId - battleGoalId - s32,nearDist - nearDist - f32,midDist - midDist - f32,farDist - farDist - f32,OutDist - OutDist - f32,BackHomeLife_OnHitEneWal - BackHomeLife_OnHitEneWal - f32,goalID_ToCaution - goalID_ToCaution - f32,idAttackCannotMove - idAttackCannotMove - s32,goalID_toFind - goalID_toFind - f32,callHelp_ActionAnimId - callHelp_ActionAnimId - s32,callHelp_CallActionId - callHelp_CallActionId - s32,eye_dist - eye_dist - s16,ear_dist - ear_dist - s16,ear_soundcutDist - ear_soundcutDist - s16,nose_dist - nose_dist - s16,maxBackhomeDist - maxBackhomeDist - s16,backhomeDist - backhomeDist - s16,backhomeBattleDist - backhomeBattleDist - s16,nonBattleActLife - nonBattleActLife - s16,BackHome_LookTargetTime - BackHome_LookTargetTime - s16,BackHome_LookTargetDist - BackHome_LookTargetDist - s16,SightTargetForgetTime - SightTargetForgetTime - s16,SoundTargetForgetTime - SoundTargetForgetTime - s16,BattleStartDist - BattleStartDist - s16,callHelp_MyPeerId - callHelp_MyPeerId - s16,callHelp_CallPeerId - callHelp_CallPeerId - s16,targetSys_DmgEffectRate - targetSys_DmgEffectRate - s16,teamAttackEffectivity - teamAttackEffectivity - u8,eye_angX - eye_angX - u8,eye_angY - eye_angY - u8,State0 - State0 - u8,State1 - State1 - u8,callHelp_CallValidMinDistTarget - callHelp_CallValidMinDistTarget - u8,callHelp_CallValidRange - callHelp_CallValidRange - u8,callHelp_ForgetTimeByArrival - callHelp_ForgetTimeByArrival - u8,callHelp_MinWaitTime - callHelp_MinWaitTime - u8,callHelp_MaxWaitTime - callHelp_MaxWaitTime - u8,goalAction_ToCaution - goalAction_ToCaution - u8,goalAction_ToFind - goalAction_ToFind - u8,callHelp_ReplyBehaviorType - callHelp_ReplyBehaviorType - u8,disablePathMove - disablePathMove - u8,skipArrivalVisibleCheck - skipArrivalVisibleCheck - u8,thinkAttrDoAdmirer - thinkAttrDoAdmirer - u8,enableNaviFlg_Edge - enableNaviFlg_Edge - u8,enableNaviFlg_LargeSpace - enableNaviFlg_LargeSpace - u8,enableNaviFlg_Ladder - enableNaviFlg_Ladder - u8,enableNaviFlg_Hole - enableNaviFlg_Hole - u8,enableNaviFlg_Door - enableNaviFlg_Door - u8,enableNaviFlg_InSideWall - enableNaviFlg_InSideWall - u8,enableNaviFlg_EdgeOrdinary - enableNaviFlg_EdgeOrdinary - u8,enableNaviFlg_reserve0 - enableNaviFlg_reserve0 - u8,enableNaviFlagReserve - enableNaviFlagReserve - dummy8,eyeDist_ForDark - eyeDist_ForDark - s16,battleStartDist_forDark - battleStartDist_forDark - s16,eyeDist_ForPitchDark - eyeDist_ForPitchDark - s16,battleStartDist_forPitchDark - battleStartDist_forPitchDark - s16,platoonReplyTime - platoonReplyTime - f32,platoonReplyAddRandomTime - platoonReplyAddRandomTime - f32,eye_BackOffsetDist - eye_BackOffsetDist - s16,eye_BeginDist - eye_BeginDist - s16,targetArriveDist - targetArriveDist - f32,pointArriveDist - pointArriveDist - f32,changeStateAction_ToFind - changeStateAction_ToFind - u8,changeStateAction_ToCaution - changeStateAction_ToCaution - u8,changeStateAction_ToBattle - changeStateAction_ToBattle - u8,goalAction_ToDisappear - goalAction_ToDisappear - u8,disableLocalSteering - disableLocalSteering - u8,actTypeOnFailedPath - actTypeOnFailedPath - u8,interestCategory - interestCategory - u8,goalAction_ToInterest - goalAction_ToInterest - u8,Unk1 - Unk1 - s16,ear_angX - ear_angX - s16,ear_angY - ear_angY - s16,changeStateAction_ToInterest - changeStateAction_ToInterest - u8,changeStateAction_ToNormal - changeStateAction_ToNormal - u8,Unk2 - Unk2 - f32,Unk3 - Unk3 - f32,Unk4 - Unk4 - s16,Unk5 - Unk5 - u8,Unk6 - Unk6 - u8,Unk7 - Unk7 - f32,pad - pad - dummy8
13600020,,136000,136000,0.011474628,3.83548E-40,2.295893E-39,150,6,15,3003,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,35,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,1,01-00-00,3855,11565,0,16840,1,2,35,6425,9.34561E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,2,2,0,150,-
13600021,,136000,136000,0.011474628,3.83548E-40,3.489754E-39,150,6,15,3003,0.1,0,0,13,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,35,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,1,01-00-00,12815,7710,0,16840,1,2,20,6415,9.3096E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,2,2,0,150,-
13600100,,136000,136000,0.011474647,3.83548E-40,1.836716E-39,150,6,15,3003,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,35,0,0,100,35,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,1,01-00-00,6425,6425,0,16840,1,2,35,7710,9.3096E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,2,2,0,150,-
13600101,,136000,136000,0.011474656,3.83548E-40,1.010196E-39,150,6,15,3003,0.1,0,0,45,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,35,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,1,01-00-00,10265,7710,0,16840,1,2,50,10280,3.81747E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,2,2,0,150,-
13603080,,136000,136000,0.011474628,3.83548E-40,6E-45,150,6,15,3003,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,01-00-00,3855,11565,0,0,1,2,0,0,0,0,0,0,22,67,0,0,0,0,0,4,4,2,1,0,0,1,2,0,150,-
13603180,,136000,136000,0.011474628,3.83548E-40,6E-45,150,6,15,3003,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,01-00-00,3855,11565,0,0,1,2,0,0,0,0,0,0,22,67,0,0,0,0,0,4,4,2,1,0,0,1,2,0,150,-
13603280,,136000,136000,0.011474628,3.83548E-40,6E-45,150,6,15,3003,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,01-00-00,3855,11565,0,0,1,2,0,0,0,0,0,0,22,67,0,0,0,0,0,4,4,2,1,0,0,1,2,0,150,-
13609000,,136000,136000,0.011474628,3.83548E-40,2.295893E-39,150,6,15,3003,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,35,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,3855,11565,0,0,1,2,0,0,0,0,0,0,22,67,0,0,0,0,0,4,4,2,1,0,0,1,2,0,150,-
13700000,,137000,137000,8.364547E-21,6.4824E-41,0,150,0,3600,3000,0.1,0,0,120,0,0,0,72,70,9999,9,9,16,0,17174,60,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,00-00-00,7710,-19276,0,16840,1,2,120,7710,6.4824E-41,0,0,0,22,67,0,0,200,65,0,0,0,2,2,0,0,2,2,0,150,-
13709000,,137000,137000,8.364547E-21,6.4824E-41,0,150,0,3600,3000,0.1,0,0,120,0,0,0,9999,9999,9999,9,9,16,0,17174,60,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,00-00-00,7710,-19276,0,16840,1,2,120,7710,6.4824E-41,0,0,0,22,67,0,0,200,65,0,0,0,2,2,0,0,2,2,0,150,-
13800000,,137000,137000,7.0504895E-30,5.65418E-40,6E-45,150,0,3600,3000,0.1,0,0,60,0,0,0,150,100,5,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,60,3855,5.65418E-40,6E-45,0,0,22,67,0,0,200,65,0,6,4,2,2,0,0,2,2,0,150,-
14000000,,140000,140000,0.011474628,3.79947E-40,2.295893E-39,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,25,5140,3.79947E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000010,,140000,140000,7.909933E-24,3.79947E-40,2.020387E-39,150,6,15,3049,0.1,0,0,23,0,0,0,64,48,8,9,9,16,0,17174,23,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6415,7710,0,16840,1,2,15,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000020,,140000,140000,0.011474628,3.78146E-40,2.295893E-39,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,6425,0,16840,1,2,25,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000080,,140000,140000,0.011474628,3.78146E-40,6E-45,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,15,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000090,,140010,140000,0.011474628,3.78146E-40,6E-45,150,6,15,3049,0.1,0,0,20,0,0,0,9999,9999,9999,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,15,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000100,,140000,140010,0.011474628,3.79947E-40,2.295893E-39,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,25,5140,3.79947E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000110,,140000,140010,7.909933E-24,3.79947E-40,2.020387E-39,150,6,15,3049,0.1,0,0,23,0,0,0,64,48,8,9,9,16,0,17174,23,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6415,8995,0,16840,1,2,20,3855,3.79947E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000120,,140000,140010,0.011474628,3.78146E-40,2.295893E-39,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,6425,0,16840,1,2,25,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000200,,140000,140020,0.011474633,3.81747E-40,1.836716E-39,150,6,3600,3049,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,10280,0,16840,1,2,25,3855,3.81747E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14000210,,140000,140020,0.011474651,3.81747E-40,1.010196E-39,150,6,3600,3049,0.1,0,0,45,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,10280,0,16840,1,2,45,3855,3.81747E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14001080,,140000,140000,0.011474628,3.78146E-40,6E-45,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,15,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14001180,,140000,140000,0.011474628,3.78146E-40,6E-45,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,15,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14009000,,140000,140000,0.011474628,3.78146E-40,2.295893E-39,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,15,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14009100,,140000,140010,0.011474628,3.79947E-40,2.295893E-39,150,6,15,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,8995,0,16840,1,2,20,3855,3.79947E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14009200,,140000,140020,0.011474628,3.81747E-40,2.295893E-39,150,6,3600,3049,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,10280,0,16840,1,2,20,3855,3.81747E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
14500000,,145000,145000,9.952661E-21,3.80307E-40,2.295893E-39,150,6,15,3025,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,3850,7710,0,16840,1,2,30,5903,3.80307E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14500010,,145000,145000,5.51013E-39,0,0,150,6,15,3025,0,0,0,0,0,0,0,64,48,8,9,9,16,0,17174,100,0,0,100,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,0,0,0,16840,1,2,0,0,0,0,0,0,22,67,0,0,200,65,0,0,0,2,0,0,0,0,2,0,150,-
14500011,,145000,145000,5.51013E-39,0,0,150,6,15,3025,0,0,0,0,0,0,0,64,48,8,9,9,16,0,17174,100,0,0,100,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,0,0,0,16840,1,2,0,0,0,0,0,0,22,67,0,0,200,65,0,0,0,2,0,0,0,0,2,0,150,-
14500020,,145000,145000,-1.7508914E-07,3.80307E-40,1.836716E-39,150,6,15,3025,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,23070,7710,0,16840,1,2,35,23085,3.80307E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14500030,,145000,145000,9.9526775E-21,3.80307E-40,1.285703E-39,150,6,15,3025,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,40,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,3855,7710,0,16840,1,2,45,5908,3.80307E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14500100,,145000,145010,2.937513,3.73824E-40,1.285703E-39,150,6,10,3015,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,8204,4626,0,16840,1,2,55,9740,1.29218E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14500110,,145000,145010,5.51013E-39,0,0,150,6,10,3015,0.1,0,0,0,0,0,0,64,48,8,9,9,16,0,17174,100,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,0,0,0,16840,1,2,0,0,0,0,0,0,22,67,0,0,200,65,0,0,0,2,3,0,0,3,2,0,150,-
14503000,,145000,145000,1.0436122E-14,3.85349E-40,2.295893E-39,150,6,15,3025,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,5140,16705,0,16840,1,2,30,7710,3.96153E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14503100,,145000,145010,2.937513,3.73824E-40,1.285703E-39,150,6,10,3015,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,8204,4626,0,16840,1,2,55,9742,1.29218E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14505100,,145000,145010,2.937513,3.73824E-40,1.285703E-39,150,6,10,3015,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,8204,4626,0,16840,1,2,55,9740,1.29218E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14505101,,145000,145010,2.937513,3.73824E-40,1.285703E-39,150,6,10,3015,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,8217,4626,0,16840,1,2,55,9753,1.29218E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14505102,,145000,145010,2.4298559E-24,3.73824E-40,1.010196E-39,150,6,10,3015,0.1,0,0,45,0,0,0,64,48,8,9,9,16,0,17174,50,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,3100,4626,0,16840,1,2,65,3100,1.29218E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14505500,,145000,145000,9.9526816E-21,3.80307E-40,1.010196E-39,150,6,15,3025,0.1,0,0,45,0,0,0,64,48,8,9,9,16,0,17174,50,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,3868,7710,0,16840,1,2,55,5930,3.80307E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14509000,,145000,145000,9.952661E-21,3.80307E-40,2.295893E-39,150,6,15,3025,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,3850,7710,0,16840,1,2,30,5903,3.80307E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14509005,,145000,145000,9.952661E-21,3.80307E-40,2.295893E-39,150,6,15,3025,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,3850,7710,0,16840,1,2,30,5903,3.80307E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14509006,,145000,145000,0,0,0,150,6,15,3025,0,0,0,0,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,0,0,0,16840,1,2,0,0,0,0,0,0,22,67,0,0,200,65,0,0,0,2,3,0,0,3,2,0,150,-
14509008,,145000,145000,-3.3527698E-07,4.32166E-40,1.561209E-39,150,6,15,3025,0.1,0,0,30,0,0,30,64,48,8,9,9,16,0,17174,30,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,-19276,-19276,0,16840,1,2,30,-19276,4.32166E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14509009,,145000,145000,-3.3527726E-07,4.32166E-40,1.193867E-39,150,6,15,3025,0.1,0,0,40,0,0,40,64,48,8,9,9,16,0,17174,40,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,-19276,-19276,0,16840,1,2,40,-19276,4.32166E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14509100,,145000,145010,2.937513,3.73824E-40,1.285703E-39,150,6,10,3015,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,8204,4626,0,16840,1,2,55,9742,1.29218E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14509101,,145000,145010,-3.3527655E-07,4.32166E-40,3.030577E-39,150,6,10,3015,0.1,0,0,15,0,0,0,64,48,8,9,9,16,0,17174,15,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,-19276,-19276,0,16840,1,2,15,-19276,4.32166E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14509102,,145000,145010,-3.3527755E-07,4.32166E-40,9.1836E-40,150,6,10,3015,0.1,0,0,50,0,0,0,64,48,8,9,9,16,0,17174,50,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,-19276,-19276,0,16840,1,2,50,-19276,4.32166E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14609000,,20000,11000,7.050456E-30,5.402E-42,0,150,0,7,0,0.1,0,0,15,0,0,0,9999,9998,9999,5,20,20,0,16544,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,01-00-00,3855,3855,0,0,0,0,15,3855,5.402E-42,0,0,0,22,67,0,0,0,0,0,0,0,2,0,0,0,256,0,0,150,-
14700000,,147000,147000,1.0943081E-08,3.78146E-40,1.377538E-39,150,6,15,3006,0.1,0,0,33,0,0,0,64,48,8,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,11540,7710,0,16840,1,2,46,14110,9.29159E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14700001,,147000,147000,1.0943081E-08,3.78146E-40,1.377538E-39,150,6,15,3006,0.1,0,0,33,0,0,0,64,48,8,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,11540,7710,0,16840,1,2,46,14110,9.29159E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14700002,,147000,147000,1.0943081E-08,3.78146E-40,1.377538E-39,150,6,3600,3006,0.1,0,0,33,0,0,0,45,30,3,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,11540,7710,0,16840,1,2,46,14110,9.29159E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14700003,,147000,147000,1.0943081E-08,3.78146E-40,1.377538E-39,150,6,15,3006,0.1,0,0,33,0,0,0,90,60,8,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,11540,7710,0,16840,1,2,46,14110,9.29159E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14700004,,147000,147000,1.0943081E-08,3.78146E-40,1.377538E-39,150,6,300,3006,0.1,0,0,33,0,0,0,60,45,3,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,11540,7710,0,16840,1,2,46,14110,9.29159E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14701000,,147000,147000,1.3229367E+16,3.86789E-40,1.561209E-39,150,6,15,3006,0.1,0,0,30,0,0,0,80,60,8,9,9,16,0,17174,30,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,11530,11565,0,16840,1,2,40,13839,3.86789E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14701001,,147000,147000,1.0943076E-08,3.86789E-40,1.561209E-39,150,6,15,3006,0.1,0,0,30,0,0,0,64,48,8,9,9,16,0,17174,30,0,0,100,34,1,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,6420,11565,0,16840,1,2,40,9758,9.37802E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14701002,,147000,147000,1.0943076E-08,3.86789E-40,1.561209E-39,150,6,3600,3006,0.1,0,0,30,0,0,0,60,40,3,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,01-00-00,6420,11565,0,16840,1,2,40,9758,9.37802E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
14701003,,147000,147000,9.9526694E-21,3.84628E-40,1.561209E-39,150,6,15,3006,0.1,0,0,30,0,0,0,64,48,8,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,01-00-00,3850,10280,0,16840,1,2,40,5903,3.84628E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
