#Bullet=BULLET_PARAM_ST
ID,Name,atkBullet_Id - atkBullet_Id - s32,sfxIdBullet - sfxIdBullet - s32,sfxIdHit - sfxIdHit - s32,sfxIdFlick - sfxIdFlick - s32,life - life - f32,dist - dist - f32,shootInterval - shootInterval - f32,gravityInRange - gravityInRange - f32,gravityOutRange - gravityOutRange - f32,homingStopRange - homingStopRange - f32,initVellocity - initVellocity - f32,accelInRange - accelInRange - f32,accelOutRange - accelOutRange - f32,maxVellocity - maxVellocity - f32,minVellocity - minVellocity - f32,accelTime - accelTime - f32,homingBeginDist - homingBeginDist - f32,hitRadius - hitRadius - f32,hitRadiusMax - hitRadiusMax - f32,spreadTime - spreadTime - f32,expDelay - expDelay - f32,homingOffsetRange - homingOffsetRange - f32,dmgHitRecordLifeTime - dmgHitRecordLifeTime - f32,externalForce - externalForce - f32,spEffectIdForShooter - spEffectIdForShooter - s32,autoSearchNpcThinkId - autoSearchNpcThinkId - s32,hitBulletId - hitBulletId - s32,spEffectId0 - spEffectId0 - s32,spEffectId1 - spEffectId1 - s32,spEffectId2 - spEffectId2 - s32,spEffectId3 - spEffectId3 - s32,spEffectId4 - spEffectId4 - s32,numShoot - numShoot - s16,homingAngle - homingAngle - s16,shootAngle - shootAngle - s16,shootAngleInterval - shootAngleInterval - s16,shootAngleXInterval - shootAngleXInterval - s16,damageDamp - damageDamp - u8,magicDamageDamp - magicDamageDamp - u8,fireDamageDamp - fireDamageDamp - u8,thunderDamageDamp - thunderDamageDamp - u8,staminaDamp - staminaDamp - u8,knockbackDamp - knockbackDamp - u8,shootAngleXZ - shootAngleXZ - u8,lockShootLimitAng - lockShootLimitAng - u8,isPenetrate - isPenetrate - u8,prevVellocityDirRate - prevVellocityDirRate - u8,atkAttribute - atkAttribute - u8,spAttribute - spAttribute - u8,Material_AttackType - Material_AttackType - u8,Material_AttackMaterial - Material_AttackMaterial - u8,Material_Size - Material_Size - u8,launchConditionType - launchConditionType - u8,FollowType0 - FollowType0 - u8,FollowType1 - FollowType1 - u8,FollowType2 - FollowType2 - u8,EmittePosType0 - EmittePosType0 - u8,EmittePosType1 - EmittePosType1 - u8,EmittePosType2 - EmittePosType2 - u8,IsAttackSfx - IsAttackSfx - u8,IsEndlessHit - IsEndlessHit - u8,IsPenetrateMap - IsPenetrateMap - u8,IsHitBothTeam - IsHitBothTeam - u8,IsUseShardHitList - IsUseShardHitList - u8,IsUseMultiDmyPolyIfPlace - IsUseMultiDmyPolyIfPlace - u8,attachEffectType0 - attachEffectType0 - u8,attachEffectType1 - attachEffectType1 - u8,IsHitForceMagic - IsHitForceMagic - u8,IsIgnoreSfxIfHitWater - IsIgnoreSfxIfHitWater - u8,IsIgnoreMoveStateIfHitWater - IsIgnoreMoveStateIfHitWater - u8,IsHitDarkForceMagic - IsHitDarkForceMagic - u8,IsInheritEffectToChild - IsInheritEffectToChild - u8,IsInheritSpeedToChild - IsInheritSpeedToChild - u8,IsLockModule - IsLockModule - u8,IsSearchForTarget - IsSearchForTarget - u8,IsEmittedBullet - IsEmittedBullet - u8,IsInheritLifeToChild - IsInheritLifeToChild - u8,darkDamageDamp - darkDamageDamp - u8,bulletHitType0 - bulletHitType0 - u8,bulletHitType1 - bulletHitType1 - u8,SpHomingYAngle - SpHomingYAngle - f32,rand_ShootAngleXZ - rand_ShootAngleXZ - f32,rand_ShootANgleY - rand_ShootANgleY - f32,bulletEmitter_bulletId - bulletEmitter_bulletId - s32,bulletEmitter_ShootInterval0 - bulletEmitter_ShootInterval0 - f32,bulletEmitter_InitInterval - bulletEmitter_InitInterval - f32,SpHomingYAngleForEnemy - SpHomingYAngleForEnemy - f32,bulletEmitter_ShootInterval1 - bulletEmitter_ShootInterval1 - f32,LaunchType - LaunchType - u8,LimitBulletParamId - LimitBulletParamId - u8,CounterHitType - CounterHitType - u8,IsPosHitBullet - IsPosHitBullet - u8,IsAttachAttackSfx - IsAttachAttackSfx - u8,IsSpCorrection0 - IsSpCorrection0 - u8,IsSpCorrection1 - IsSpCorrection1 - u8,IsPenetrateTarget - IsPenetrateTarget - u8,IsSpCorrection2 - IsSpCorrection2 - u8,IsDisableIntScale - IsDisableIntScale - u8,0xC3 - 0xC3 - u8,EmittePosRadius - EmittePosRadius - f32,hitObjectId - hitObjectId - s32,subLife - subLife - f32,subHomingAngle - subHomingAngle - s16,pad1 - pad1 - dummy8,lockShootCorrectionAng - lockShootCorrectionAng - f32,pad2 - pad2 - dummy8
12100130,,0,612100,-1,-1,1,0,0,9.8,9.8,0,5,0,0,5,5,0,0,0.3,0.3,0,0,0,0.6,0,0,0,12100147,0,3121100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,1,0,6,0,255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100131,,0,-1,-1,-1,1,0,0,9.8,9.8,0,4,0,0,4,4,0,0,0.3,0.3,0,0,0,0.6,0,0,0,12100147,0,0,0,0,0,2,0,-60,120,0,0,0,0,0,0,0,10,0,0,0,4,1,0,6,0,255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100140,,0,-1,-1,-1,2,4,0.06,10,20,0,10,0,0,10,10,0,0,0.1,0.1,0,0,0,0,0,0,0,12100131,0,3121100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,221,180,1,0,4,1,0,6,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100141,,12100100,-1,-1,-1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.4,0.4,0,0,0,5,0,-1,0,12100132,421,3121100,0,0,0,8,0,0,45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
12100142,,12100100,-1,-1,-1,1,0,0,0,0,0,0.8,0,0,0.8,0.8,0,0,0.4,0.4,0,0,0,5,0,-1,0,12100133,421,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
12100143,,12100100,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1,0,0,5,0,-1,0,-1,421,3121100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
12100147,,1,-1,-1,-1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.6,0,-1,0,12100148,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,255,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100148,,1,-1,-1,-1,5,0,0,0,0,0,50,0,0,50,50,0,0,0.1,0.1,0,0,0,0.6,0,-1,0,12100149,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100149,,12100101,612101,-1,-1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0.6,0,-1,0,-1,0,3121100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,255,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
12100150,,12100150,820040,-1,-1,0.25,0,0,0,0,0,3,0,0,30,0,0,0,0.3,-1,0,0,0,0,0,0,0,12100151,0,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,80,180,1,0,4,1,2,6,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100151,,12100150,820040,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-1,0,0,0,0,0,0,0,12100152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,1,0,4,1,2,6,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100152,,12100150,820040,-1,-1,20,0,0,0,0,5,0.1,999,999,60,0,1,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,768,-,NaN,-
12100160,,12100150,820045,-1,-1,0.25,0,0,0,0,0,3,0,0,30,0,0,0,0.3,-1,0,0,0,0,0,0,0,12100161,0,0,0,0,0,1,0,-45,0,0,0,0,0,0,0,0,80,180,1,0,4,1,2,6,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100161,,12100150,820045,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-1,0,0,0,0,0,0,0,12100162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,1,0,4,1,2,6,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12100162,,12100150,820045,-1,-1,20,0,0,0,0,5,0.1,999,999,60,0,1,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,768,-,NaN,-
12100170,,12100170,820050,-1,-1,1.5,0,0,0,0,0,8,0,-7.5,10,0,0,0,0.1,-1,0,0,0,0,0,0,0,12100171,0,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,25,180,0,0,4,2,2,1,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1025,-,NaN,-
12100171,,12100170,820050,-1,-1,2,0,0,0,0,0,0.1,0,10,0.1,0.1,0.1,0,0.1,-1,0,0,0,0,0,0,0,12100172,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,4,2,2,1,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1025,-,NaN,-
12100172,,12100170,820050,839643,-1,10,0,0,0,0,7,30,0,30,60,3,0,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1025,-,NaN,-
12100175,,12100170,820050,-1,-1,1.5,0,0,0,0,0,8,0,-7.5,10,0,0,0,0.1,-1,0,0,0,0,0,0,0,12100176,0,0,0,0,0,1,0,-60,0,0,0,0,0,0,0,0,25,180,0,0,4,2,2,1,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1025,-,NaN,-
12100176,,12100170,820050,-1,-1,2,0,0,0,0,0,0.1,0,10,0.1,0.1,0.1,0,0.1,-1,0,0,0,0,0,0,0,12100177,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,4,2,2,1,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1025,-,NaN,-
12100177,,12100170,820050,839643,-1,10,0,0,0,0,7,30,0,30,60,3,0,0,0.1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1025,-,NaN,-
12100180,,12100180,820055,-1,-1,1.5,0,0,0,0,0,5,0,-3,10,0,0,0,0.1,-1,0,0,0,0,0,0,0,12100181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,180,0,0,4,1,2,0,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100181,,12100180,820055,-1,-1,2,0,0,0,0,0,0.1,0,10,0.1,0.1,0.1,0,0.1,-1,0,0,0,0,0,0,0,12100182,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,4,1,2,0,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100182,,12100180,820055,-1,-1,20,0,0,0,0,0,5,0,5,25,3,0,2,0.1,-1,0,0,15,0,0,0,0,-1,0,0,0,0,0,1,72,-45,0,0,0,0,0,0,0,0,0,180,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100185,,12100180,820055,-1,-1,1.5,0,0,0,0,0,5,0,-3,10,0,0,0,0.1,-1,0,0,0,0,0,0,0,12100186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,180,0,0,4,1,2,0,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100186,,12100180,820055,-1,-1,2,0,0,0,0,0,0.1,0,10,0.1,0.1,0.1,0,0.1,-1,0,0,0,0,0,0,0,12100187,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,4,1,2,0,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100187,,12100180,820055,-1,-1,20,0,0,0,0,0,5,0,5,25,3,0,2,0.1,-1,0,0,15,0,0,0,0,-1,0,0,0,0,0,1,72,45,0,0,0,0,0,0,0,0,0,180,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100190,,12100190,820060,-1,-1,3,0,0,0,0,0,5,0,-3,10,0,0,0,0.1,-1,0,0,0,0,0,0,0,12100191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,180,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100191,,12100190,820060,-1,-1,2,9,0,0,0,0,6,-3,-6,10,0.1,0,0,0.1,-1,0,0,0,0,0,0,0,12100192,0,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,180,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100192,,12100190,820060,-1,-1,10,0,0,0,0,0,5,0,0,30,0,0,0,5,-1,0,0,0,0,0,0,0,12100193,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100193,,12100190,820060,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,12100194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100194,,12100195,820060,-1,-1,4,0,0,0,0,0,10,0,5,30,3,0,0,0.5,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,1,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12100210,,12100170,820050,-1,-1,1.5,0,0,0,0,0,5,0,-4,10,0,0,0,0.1,-1,0,0,0,0,0,0,0,12100171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166,180,0,0,4,2,2,1,0,254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1025,-,NaN,-
12120100,,12120100,600021,600022,600022,2,5,0,0,0,0,2,0,0,2,0.1,0,0,0.3,0.3,0,0,0,0,0,0,0,12120101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,180,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,768,-,NaN,-
12120101,,12120100,600021,600022,600022,1.5,2,0,-1,-1,0,2,0,0,2,1,0,0,0.3,0.3,0,0,0,0,0,0,0,12120102,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,768,-,NaN,-
12120102,,12120100,600021,600022,600022,2,40,0,0,0,0,80,2,-2,60,20,0,0,0.3,0.3,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,768,-,NaN,-
12200120,,12200120,612220,612221,612222,2,5,0,0,0,0,25,0,0,25,25,0,0,0.2,0.2,0,0,0,0,0,0,0,-1,0,0,104002,100392,107623,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,3,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,5,0,-,NaN,-
12200860,,0,612235,-1,-1,3,0,0,0,0,0,19,-50,-50,19,10,0,0,0.1,0.1,0,0,0,0,0,0,0,12200862,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,90,1,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12200861,,0,612235,-1,-1,1,0,0,-10,-10,0,7,-10,-10,7,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,12200862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12200862,,0,612235,-1,-1,1,0,0,0,0,0,3,0,0,3,3,0,0,0.1,0.1,0,0,0,0,0,0,0,12200863,0,0,0,0,0,1,150,0,0,0,0,0,0,0,0,0,0,180,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12200863,,0,612235,-1,-1,3,0,0,4,0,0,3,3,3,3,3,0,0,0.1,0.1,0,0,0,0,0,0,0,12200864,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,180,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12200864,,0,612236,-1,-1,0.75,999,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,12200865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,1,0,4,3,0,0,0,255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1024,-,NaN,-
12200865,,12200800,612237,-1,-1,0.1,999,0,0,0,0,0,999,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-,NaN,-
12200980,,8,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,211000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12201980,,8,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,211000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12201981,,8,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,211000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12201990,,12201990,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12500100,,12500100,612510,-1,-1,0.8,30,0,3,8,0,4,-2.2,0,10,0,0,0,0.2,1.2,0.8,0,0,0.5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,2,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
12500120,,0,0,-1,-1,0.1,40,0.06,15,20,0,4,0,0,10,10,0,0,0.8,1,0.8,0,0,0.2,0,0,0,12500121,9011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,2,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
12500121,,12500120,0,-1,-1,0.5,5,0.06,5,8,0,4,-2.2,0,10,0,0,0,0.8,0.8,0.8,0,0,0.2,0,0,0,12500122,9011,0,0,0,0,1,0,-10,10,0,0,0,0,0,0,0,13,2,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
